age,time,area,marital_status,income,job_description,gender,commuting_means,commute_distance_km
55,morning,Challenge,married,494000,business owner,female,private car,13.7
23,afternoon,Mokola,single,66000,artisan,male,okada,9.7
43,evening,Mokola,married,49000,teacher,male,walking,1.8
33,morning,Ring Road,single,61000,market trader,male,micra,13.2
26,morning,Challenge,married,77000,mechanic,male,okada,3.1
18,afternoon,Mokola,married,30000,security guard,male,micra,17.7
53,evening,Iwo Road,married,197000,civil servant,female,private car,11.0
36,morning,Dugbe,married,169000,civil servant,female,private car,12.0
18,afternoon,Iwo Road,married,32000,security guard,male,walking,2.4
41,evening,Apata,married,365000,business owner,female,private car,29.6
37,morning,Akinyele,married,72000,artisan,male,okada,3.2
42,morning,Challenge,married,200000,civil servant,male,private car,7.3
29,morning,Iwo Road,single,464000,business owner,male,private car,8.7
30,morning,Bodija,married,95000,teacher,female,private car,16.1
22,morning,Mokola,single,0,unemployed,female,okada,5.4
32,afternoon,Dugbe,married,115000,trader,female,micra,16.7
46,evening,Challenge,married,80000,artisan,male,commercial bus,6.7
27,morning,Mokola,single,196000,civil servant,male,private car,15.1
54,afternoon,Apata,married,91000,civil servant,male,tricycle,5.8
22,morning,Iwo Road,married,20000,student,female,commercial bus,8.2
20,evening,Challenge,single,14000,student,female,okada,2.0
41,morning,Iwo Road,married,191000,civil servant,female,private car,7.5
48,afternoon,Mokola,married,125000,civil servant,female,private car,4.9
42,evening,Apata,married,226000,business owner,female,private car,33.4
38,morning,Apata,single,45000,market trader,female,private car,28.9
29,morning,Akinyele,single,249000,business owner,male,commercial bus,15.7
37,morning,Mokola,married,69000,civil servant,female,okada,1.2
30,evening,Iwo Road,single,120000,civil servant,female,commercial bus,16.0
25,morning,Bodija,married,60000,tailor,male,commercial bus,17.5
44,evening,Mokola,married,212000,business owner,female,private car,17.8
30,evening,Ring Road,single,76000,teacher,male,okada,5.4
37,afternoon,Apata,married,76000,teacher,male,micra,17.0
18,morning,Mokola,married,0,unemployed,male,commercial bus,6.4
33,morning,Mokola,single,476000,business owner,male,walking,0.5
47,morning,Agbowo,married,140000,business owner,female,commercial bus,10.2
34,morning,Mokola,married,45000,mechanic,male,okada,9.6
30,morning,Ring Road,single,128000,trader,male,okada,3.0
43,morning,Agbowo,married,337000,business owner,female,micra,3.1
20,night,Challenge,married,50000,shop attendant,male,commercial bus,3.7
18,morning,Challenge,married,18000,shop attendant,female,walking,2.2
43,morning,Bodija,married,393000,business owner,female,private car,15.2
45,evening,Agbowo,married,98000,artisan,male,commercial bus,2.8
49,evening,Moniya,married,148000,market trader,female,commercial bus,23.5
58,afternoon,Bodija,married,126000,business owner,male,commercial bus,2.2
20,morning,Ring Road,single,0,unemployed,female,okada,9.5
38,morning,Mokola,single,93000,market trader,female,commercial bus,8.3
37,morning,Bodija,married,68000,mechanic,male,okada,1.2
53,afternoon,Agbowo,married,110000,trader,female,commercial bus,9.3
30,evening,Moniya,single,48000,market trader,male,tricycle,11.5
41,morning,Dugbe,married,82000,mechanic,male,okada,7.0
42,afternoon,Challenge,married,29000,market trader,male,walking,2.3
36,afternoon,Akinyele,married,42000,civil servant,male,tricycle,17.1
37,afternoon,Ring Road,single,107000,trader,female,commercial bus,12.7
39,evening,Mokola,married,53000,teacher,female,commercial bus,17.9
28,evening,Ring Road,single,102000,market trader,female,tricycle,8.7
51,evening,Agbowo,married,393000,business owner,female,commercial bus,2.8
33,morning,Dugbe,married,129000,business owner,female,micra,13.0
54,morning,Agbowo,married,141000,civil servant,male,private car,8.4
59,morning,Mokola,married,110000,civil servant,female,commercial bus,3.5
39,afternoon,Apata,married,143000,business owner,male,okada,3.5
27,afternoon,Challenge,married,67000,business owner,female,micra,4.4
23,morning,Iwo Road,single,46000,shop attendant,female,micra,15.4
18,evening,Apata,single,0,unemployed,male,commercial bus,18.2
40,morning,Ring Road,married,108000,civil servant,female,micra,14.0
41,morning,Bodija,single,162000,business owner,male,private car,12.4
18,afternoon,Moniya,married,0,unemployed,male,commercial bus,15.0
27,morning,Moniya,single,346000,business owner,male,commercial bus,33.9
53,morning,Moniya,married,227000,business owner,female,private car,34.0
23,morning,Iwo Road,single,0,unemployed,female,walking,1.2
59,afternoon,Agbowo,married,161000,civil servant,male,private car,8.8
48,morning,Akinyele,married,91000,teacher,male,private car,17.3
21,morning,Mokola,single,45000,shop attendant,female,micra,8.1
33,afternoon,Iwo Road,married,67000,market trader,female,okada,7.1
43,afternoon,Mokola,married,85000,mechanic,male,micra,5.1
31,morning,Mokola,married,34000,civil servant,female,commercial bus,13.6
34,evening,Iwo Road,married,498000,business owner,male,private car,8.2
30,morning,Ring Road,married,412000,business owner,male,micra,3.1
18,evening,Mokola,single,26000,student,female,okada,2.2
46,afternoon,Akinyele,married,42000,artisan,male,okada,5.6
44,morning,Akinyele,married,57000,civil servant,female,tricycle,5.3
31,afternoon,Apata,single,40000,mechanic,male,walking,1.8
28,afternoon,Iwo Road,married,63000,teacher,male,private car,9.5
35,morning,Challenge,married,44000,teacher,female,commercial bus,13.6
20,morning,Bodija,single,17000,student,female,commercial bus,15.8
26,afternoon,Ring Road,married,77000,market trader,female,private car,8.9
31,afternoon,Ring Road,married,78000,mechanic,male,commercial bus,8.6
37,evening,Apata,married,66000,market trader,male,tricycle,17.7
18,afternoon,Dugbe,single,0,unemployed,male,commercial bus,13.3
33,afternoon,Iwo Road,married,207000,business owner,male,private car,12.6
18,morning,Challenge,single,19000,student,female,commercial bus,17.5
36,evening,Dugbe,married,78000,teacher,female,tricycle,7.4
48,morning,Apata,married,85000,teacher,male,commercial bus,21.3
37,morning,Iwo Road,married,65000,civil servant,male,okada,9.0
20,morning,Challenge,single,0,unemployed,male,commercial bus,13.4
43,evening,Apata,married,80000,business owner,male,private car,31.7
39,morning,Dugbe,single,182000,business owner,male,private car,9.4
38,morning,Dugbe,married,420000,business owner,male,private car,7.9
52,morning,Challenge,married,258000,business owner,female,private car,2.7
32,morning,Bodija,single,87000,market trader,male,private car,14.5
26,morning,Ring Road,married,34000,sales representative,male,private car,8.4
56,evening,Agbowo,married,49000,trader,female,private car,14.6
20,morning,Mokola,married,0,unemployed,male,okada,4.0
41,morning,Akinyele,married,64000,teacher,female,private car,18.2
31,afternoon,Iwo Road,married,362000,business owner,male,tricycle,8.0
18,evening,Ring Road,single,43000,shop attendant,female,commercial bus,12.5
25,morning,Mokola,married,0,unemployed,male,commercial bus,10.0
53,morning,Ring Road,married,154000,civil servant,female,private car,2.0
34,morning,Iwo Road,single,140000,market trader,female,commercial bus,3.1
28,morning,Akinyele,married,309000,business owner,male,private car,13.8
50,evening,Ring Road,married,98000,mechanic,male,okada,11.7
21,morning,Bodija,single,23000,student,male,walking,2.3
55,afternoon,Dugbe,married,138000,civil servant,male,commercial bus,12.7
58,morning,Ring Road,married,340000,business owner,male,commercial bus,14.5
47,afternoon,Iwo Road,married,89000,business owner,female,private car,5.6
32,morning,Dugbe,single,125000,trader,male,tricycle,1.4
18,evening,Mokola,married,10000,student,male,okada,7.8
34,morning,Mokola,married,80000,artisan,male,okada,4.0
51,afternoon,Agbowo,married,65000,civil servant,male,private car,12.5
23,morning,Bodija,single,18000,shop attendant,female,commercial bus,16.7
52,morning,Bodija,married,122000,trader,female,private car,8.0
37,morning,Bodija,married,53000,civil servant,female,commercial bus,9.9
40,afternoon,Dugbe,married,40000,market trader,male,commercial bus,8.8
45,morning,Apata,married,72000,artisan,male,tricycle,8.7
34,evening,Ring Road,married,256000,business owner,female,private car,15.1
29,morning,Mokola,single,183000,civil servant,female,private car,4.8
21,afternoon,Dugbe,single,14000,student,female,tricycle,5.1
68,afternoon,Challenge,married,454000,business owner,male,private car,2.4
50,afternoon,Moniya,married,284000,business owner,female,tricycle,4.7
59,afternoon,Mokola,married,93000,trader,male,micra,16.9
28,evening,Moniya,married,61000,driver,male,commercial bus,32.5
44,afternoon,Apata,married,341000,business owner,female,private car,33.3
37,morning,Dugbe,married,63000,artisan,male,tricycle,11.9
49,afternoon,Bodija,married,50000,mechanic,male,walking,0.6
52,morning,Apata,married,46000,trader,male,commercial bus,25.8
22,morning,Dugbe,married,0,unemployed,male,okada,2.1
41,morning,Moniya,married,33000,artisan,male,tricycle,13.0
22,afternoon,Agbowo,single,37000,shop attendant,female,private car,8.8
25,afternoon,Agbowo,single,45000,driver,male,commercial bus,17.5
20,morning,Dugbe,single,49000,security guard,male,commercial bus,10.6
18,afternoon,Moniya,married,37000,shop attendant,male,okada,5.8
20,evening,Ring Road,single,0,unemployed,female,commercial bus,7.5
18,morning,Mokola,single,35000,shop attendant,female,commercial bus,12.8
32,evening,Agbowo,married,36000,teacher,female,commercial bus,14.9
40,evening,Agbowo,married,57000,mechanic,male,micra,8.8
43,morning,Dugbe,married,31000,market trader,male,micra,4.2
40,night,Iwo Road,single,47000,teacher,female,walking,1.5
42,morning,Mokola,married,66000,artisan,male,okada,9.4
43,morning,Challenge,single,54000,trader,female,commercial bus,7.0
39,night,Moniya,married,98000,artisan,male,okada,8.7
39,night,Dugbe,married,79000,teacher,female,commercial bus,15.7
39,evening,Dugbe,married,40000,teacher,female,commercial bus,6.7
36,morning,Dugbe,married,92000,civil servant,male,micra,9.6
34,morning,Bodija,married,34000,civil servant,female,okada,2.3
53,evening,Iwo Road,married,68000,civil servant,male,okada,6.3
27,morning,Bodija,married,322000,business owner,female,private car,11.0
46,afternoon,Apata,married,144000,trader,female,commercial bus,21.0
24,night,Challenge,single,27000,student,male,okada,5.1
39,morning,Apata,married,57000,teacher,female,okada,4.6
42,afternoon,Moniya,married,101000,civil servant,female,walking,1.1
21,evening,Apata,married,0,unemployed,male,walking,1.1
18,morning,Agbowo,single,27000,shop attendant,female,tricycle,8.5
38,morning,Dugbe,married,51000,teacher,female,private car,5.1
36,afternoon,Mokola,married,121000,trader,female,walking,2.1
26,morning,Akinyele,married,160000,civil servant,female,private car,28.9
30,afternoon,Moniya,single,64000,driver,male,commercial bus,28.1
61,morning,Moniya,married,22000,security guard,male,tricycle,5.3
51,afternoon,Iwo Road,married,72000,business owner,male,okada,4.5
18,morning,Bodija,single,1000,student,female,commercial bus,7.2
37,evening,Akinyele,married,437000,business owner,female,commercial bus,34.3
28,morning,Iwo Road,married,77000,trader,male,commercial bus,6.5
57,evening,Moniya,married,142000,business owner,female,commercial bus,27.9
31,morning,Bodija,married,48000,teacher,male,commercial bus,6.2
40,morning,Agbowo,married,480000,business owner,male,private car,12.1
34,afternoon,Moniya,married,72000,teacher,female,private car,27.8
20,evening,Akinyele,married,3000,student,female,walking,3.0
45,evening,Mokola,married,76000,business owner,male,commercial bus,17.2
37,afternoon,Apata,married,58000,teacher,male,commercial bus,21.2
39,afternoon,Apata,married,96000,teacher,male,commercial bus,31.0
58,evening,Challenge,married,161000,civil servant,male,micra,15.5
60,morning,Challenge,married,60000,civil servant,female,okada,5.2
27,evening,Apata,married,36000,teacher,male,private car,10.3
19,evening,Agbowo,single,23000,security guard,male,commercial bus,13.1
27,morning,Moniya,married,80000,market trader,male,tricycle,4.4
58,afternoon,Bodija,married,22000,security guard,male,tricycle,2.3
25,morning,Challenge,single,25000,student,male,tricycle,4.4
44,evening,Agbowo,married,71000,mechanic,male,private car,10.6
32,afternoon,Challenge,married,97000,artisan,male,tricycle,5.6
41,evening,Dugbe,married,85000,artisan,male,walking,1.0
22,morning,Challenge,married,0,unemployed,male,tricycle,10.5
23,morning,Moniya,single,35000,shop attendant,female,okada,18.0
40,morning,Agbowo,married,97000,mechanic,male,tricycle,11.8
20,afternoon,Akinyele,single,49000,security guard,male,okada,17.1
18,afternoon,Agbowo,single,0,unemployed,female,walking,0.5
44,afternoon,Agbowo,married,125000,market trader,female,commercial bus,14.8
49,night,Challenge,married,70000,artisan,male,micra,17.9
20,morning,Agbowo,single,40000,shop attendant,male,walking,1.0
55,morning,Akinyele,married,114000,civil servant,female,okada,6.3
44,afternoon,Ring Road,single,85000,teacher,male,okada,7.3
33,morning,Akinyele,single,102000,trader,female,okada,4.0
30,afternoon,Akinyele,married,41000,business owner,male,commercial bus,31.3
29,afternoon,Ring Road,single,97000,teacher,female,commercial bus,10.3
27,morning,Dugbe,married,44000,trader,female,okada,2.2
34,evening,Moniya,single,92000,trader,male,tricycle,7.1
31,evening,Mokola,single,74000,teacher,female,tricycle,8.1
24,evening,Dugbe,single,22000,student,male,commercial bus,5.5
40,evening,Ring Road,married,45000,mechanic,male,private car,11.1
18,morning,Agbowo,single,0,unemployed,male,okada,2.8
24,morning,Agbowo,single,48000,tailor,female,commercial bus,2.6
33,morning,Bodija,married,59000,teacher,female,private car,2.0
28,morning,Apata,married,69000,teacher,female,okada,7.7
34,afternoon,Bodija,married,72000,teacher,male,okada,3.4
51,afternoon,Dugbe,married,28000,security guard,male,micra,7.7
36,afternoon,Agbowo,married,176000,civil servant,male,micra,8.7
18,afternoon,Iwo Road,single,20000,shop attendant,male,commercial bus,6.8
42,morning,Agbowo,married,143000,trader,female,okada,1.3
53,morning,Apata,single,77000,market trader,female,private car,34.2
39,morning,Dugbe,single,49000,trader,female,okada,4.3
57,night,Dugbe,married,163000,civil servant,male,private car,16.8
45,morning,Moniya,single,113000,market trader,male,private car,29.3
49,morning,Agbowo,married,75000,civil servant,male,okada,5.1
45,afternoon,Moniya,married,167000,civil servant,female,okada,16.6
59,afternoon,Mokola,married,186000,civil servant,female,private car,8.3
27,morning,Moniya,married,64000,teacher,female,okada,14.0
39,morning,Agbowo,married,88000,civil servant,female,private car,15.6
38,evening,Bodija,married,93000,teacher,male,commercial bus,6.4
20,evening,Ring Road,single,0,unemployed,male,okada,10.6
49,afternoon,Moniya,married,176000,civil servant,male,commercial bus,19.5
37,evening,Dugbe,married,61000,teacher,male,commercial bus,14.2
26,afternoon,Dugbe,single,65000,mechanic,male,private car,11.8
37,evening,Apata,married,398000,business owner,male,private car,29.8
22,afternoon,Bodija,married,0,student,female,tricycle,1.5
32,evening,Dugbe,single,97000,trader,female,okada,6.6
35,morning,Akinyele,married,93000,mechanic,male,private car,13.9
32,evening,Apata,single,94000,teacher,female,micra,26.2
30,morning,Bodija,married,59000,market trader,female,tricycle,9.4
23,night,Moniya,married,0,unemployed,male,okada,7.4
40,night,Mokola,married,56000,artisan,male,okada,1.5
32,morning,Apata,married,93000,civil servant,female,commercial bus,18.3
22,afternoon,Ring Road,single,46000,shop attendant,female,commercial bus,15.7
28,morning,Akinyele,married,82000,market trader,female,tricycle,8.3
35,afternoon,Ring Road,married,336000,business owner,male,micra,15.5
25,morning,Ring Road,married,30000,sales representative,male,tricycle,5.1
23,evening,Moniya,single,47000,driver,male,commercial bus,29.1
35,afternoon,Akinyele,married,38000,teacher,female,private car,15.5
48,afternoon,Mokola,married,374000,business owner,female,private car,10.2
21,morning,Agbowo,single,0,unemployed,male,okada,1.7
57,afternoon,Mokola,single,157000,business owner,female,commercial bus,8.2
55,morning,Mokola,married,435000,business owner,male,private car,9.4
36,morning,Bodija,married,177000,civil servant,male,commercial bus,13.7
55,morning,Moniya,married,219000,business owner,female,tricycle,13.0
18,morning,Dugbe,single,12000,student,female,micra,14.1
25,evening,Dugbe,married,4000,student,male,walking,0.9
40,morning,Agbowo,married,36000,teacher,male,commercial bus,16.6
30,evening,Bodija,single,383000,business owner,male,micra,13.1
32,morning,Bodija,married,95000,civil servant,female,commercial bus,9.0
39,evening,Akinyele,married,59000,mechanic,male,tricycle,11.1
40,afternoon,Apata,married,141000,civil servant,female,okada,10.1
35,afternoon,Iwo Road,married,115000,business owner,female,commercial bus,3.3
33,morning,Akinyele,married,86000,civil servant,female,walking,2.3
39,afternoon,Apata,married,89000,teacher,male,walking,2.0
33,afternoon,Moniya,married,51000,teacher,female,private car,23.3
33,morning,Dugbe,married,113000,sales representative,male,private car,8.7
54,morning,Bodija,married,82000,civil servant,male,tricycle,10.7
40,night,Mokola,married,466000,business owner,male,private car,7.1
31,morning,Ring Road,married,444000,business owner,female,private car,6.5
31,evening,Ring Road,married,80000,trader,male,commercial bus,15.3
39,evening,Moniya,married,143000,civil servant,female,commercial bus,17.5
36,afternoon,Apata,married,487000,business owner,female,tricycle,10.7
29,morning,Moniya,married,265000,business owner,female,private car,33.7
58,evening,Challenge,married,146000,business owner,male,commercial bus,15.4
27,morning,Challenge,married,159000,civil servant,female,commercial bus,8.8
44,afternoon,Apata,married,75000,teacher,female,private car,33.5
18,morning,Akinyele,single,31000,shop attendant,female,private car,25.9
47,morning,Challenge,single,164000,civil servant,male,private car,11.4
44,morning,Akinyele,married,39000,teacher,male,okada,17.9
21,morning,Ring Road,single,0,unemployed,male,okada,8.0
46,morning,Challenge,married,25000,artisan,male,micra,10.7
53,morning,Mokola,married,150000,business owner,male,commercial bus,2.2
46,morning,Challenge,married,454000,business owner,male,private car,3.5
40,morning,Agbowo,married,109000,market trader,female,okada,11.1
31,morning,Dugbe,married,82000,teacher,female,private car,10.9
36,morning,Dugbe,married,33000,market trader,female,tricycle,5.5
39,morning,Moniya,married,70000,civil servant,male,commercial bus,27.4
30,afternoon,Akinyele,married,83000,sales representative,male,okada,6.8
35,afternoon,Mokola,single,214000,business owner,female,tricycle,1.6
31,evening,Moniya,single,50000,trader,male,commercial bus,30.8
18,morning,Iwo Road,single,0,unemployed,female,commercial bus,12.7
44,morning,Dugbe,married,45000,teacher,female,commercial bus,6.0
26,afternoon,Apata,married,225000,business owner,male,tricycle,11.5
18,afternoon,Agbowo,married,0,unemployed,male,tricycle,3.7
33,evening,Iwo Road,married,55000,mechanic,male,okada,10.7
42,afternoon,Agbowo,married,82000,teacher,female,private car,7.5
27,evening,Mokola,married,184000,civil servant,male,walking,2.2
35,evening,Agbowo,married,266000,business owner,male,private car,7.7
23,afternoon,Akinyele,married,27000,shop attendant,male,okada,10.7
34,morning,Ring Road,married,91000,artisan,male,tricycle,10.1
36,evening,Ring Road,married,46000,teacher,female,tricycle,7.0
50,evening,Akinyele,married,97000,civil servant,female,micra,29.0
38,afternoon,Apata,married,64000,civil servant,female,okada,6.0
31,afternoon,Bodija,single,130000,trader,female,private car,2.2
33,morning,Dugbe,single,85000,teacher,female,private car,12.1
55,morning,Ring Road,married,55000,market trader,female,tricycle,5.3
45,morning,Dugbe,married,177000,civil servant,female,private car,10.3
39,morning,Dugbe,married,85000,civil servant,male,tricycle,5.2
18,morning,Agbowo,married,0,unemployed,male,micra,11.1
25,afternoon,Apata,single,45000,sales representative,male,tricycle,8.3
41,morning,Dugbe,married,70000,teacher,female,private car,7.8
23,morning,Challenge,single,54000,tailor,female,commercial bus,12.4
28,afternoon,Bodija,married,67000,teacher,female,private car,15.8
39,morning,Mokola,married,50000,mechanic,male,micra,15.5
51,morning,Challenge,married,389000,business owner,male,private car,4.7
38,morning,Mokola,married,35000,civil servant,female,walking,0.4
47,afternoon,Agbowo,married,84000,teacher,female,commercial bus,5.3
28,morning,Mokola,married,156000,civil servant,female,private car,14.2
27,morning,Apata,single,90000,teacher,female,commercial bus,11.3
20,morning,Moniya,married,38000,shop attendant,male,okada,17.8
18,afternoon,Apata,single,31000,shop attendant,female,micra,11.6
23,afternoon,Bodija,single,27000,shop attendant,male,micra,4.7
28,morning,Challenge,married,334000,business owner,female,private car,5.2
21,morning,Bodija,single,0,unemployed,male,commercial bus,13.9
18,morning,Mokola,single,28000,shop attendant,female,micra,11.5
44,morning,Mokola,married,50000,artisan,male,private car,6.4
18,afternoon,Challenge,single,0,unemployed,female,commercial bus,18.0
52,evening,Dugbe,married,396000,business owner,male,private car,6.4
42,evening,Iwo Road,married,72000,mechanic,male,micra,9.4
40,evening,Ring Road,married,452000,business owner,female,private car,3.1
33,afternoon,Iwo Road,married,37000,civil servant,female,commercial bus,11.0
28,afternoon,Iwo Road,married,345000,business owner,male,commercial bus,16.9
47,morning,Bodija,married,87000,civil servant,female,commercial bus,5.0
35,morning,Dugbe,married,45000,civil servant,female,walking,1.0
34,morning,Dugbe,married,334000,business owner,male,micra,11.4
37,afternoon,Apata,married,46000,civil servant,male,commercial bus,29.0
48,morning,Akinyele,married,65000,mechanic,male,commercial bus,16.2
25,morning,Agbowo,single,19000,shop attendant,female,commercial bus,9.0
37,morning,Agbowo,married,113000,civil servant,male,micra,3.1
46,afternoon,Challenge,married,80000,business owner,male,walking,2.1
27,night,Akinyele,single,115000,market trader,male,okada,15.2
32,afternoon,Agbowo,married,43000,business owner,male,commercial bus,8.9
44,night,Apata,married,106000,civil servant,female,private car,32.5
23,evening,Akinyele,single,18000,shop attendant,female,walking,0.7
53,evening,Mokola,single,43000,security guard,male,okada,8.3
36,morning,Agbowo,married,144000,civil servant,female,private car,10.9
28,morning,Dugbe,single,147000,trader,male,walking,1.6
31,morning,Bodija,married,98000,teacher,female,walking,0.6
31,evening,Dugbe,single,140000,market trader,male,commercial bus,5.1
24,morning,Mokola,married,6000,student,male,commercial bus,4.1
24,afternoon,Challenge,single,33000,shop attendant,female,tricycle,4.2
49,afternoon,Mokola,married,427000,business owner,male,private car,2.4
21,afternoon,Apata,single,0,unemployed,female,walking,2.6
25,afternoon,Apata,single,40000,sales representative,male,commercial bus,20.2
46,morning,Bodija,married,196000,civil servant,female,private car,4.3
42,morning,Iwo Road,married,168000,civil servant,female,private car,9.3
21,evening,Bodija,single,24000,student,female,commercial bus,16.5
39,afternoon,Akinyele,married,159000,civil servant,male,tricycle,3.5
30,morning,Ring Road,married,47000,teacher,female,private car,12.9
49,morning,Dugbe,married,46000,teacher,male,micra,2.2
45,morning,Dugbe,married,239000,business owner,male,private car,9.2
33,morning,Iwo Road,married,201000,business owner,female,commercial bus,11.7
26,evening,Akinyele,married,129000,civil servant,male,private car,25.2
36,morning,Challenge,married,166000,civil servant,female,private car,3.9
18,evening,Mokola,single,0,unemployed,female,walking,1.8
42,morning,Challenge,married,56000,teacher,female,private car,17.3
30,morning,Bodija,single,93000,driver,male,private car,15.9
56,evening,Dugbe,married,47000,business owner,female,commercial bus,6.1
22,afternoon,Bodija,single,49000,shop attendant,female,tricycle,1.1
20,evening,Iwo Road,single,0,unemployed,female,commercial bus,12.8
38,evening,Moniya,married,155000,civil servant,female,private car,30.7
21,morning,Challenge,single,39000,security guard,male,micra,7.3
24,morning,Bodija,single,9000,student,male,micra,4.4
38,afternoon,Agbowo,married,65000,artisan,male,tricycle,7.2
30,morning,Mokola,married,33000,driver,male,private car,15.6
43,morning,Apata,married,103000,market trader,male,private car,11.8
33,evening,Challenge,single,118000,trader,female,okada,7.4
54,afternoon,Iwo Road,married,279000,business owner,female,walking,0.6
44,afternoon,Dugbe,married,117000,business owner,male,private car,10.1
39,morning,Akinyele,married,95000,teacher,male,private car,17.0
18,evening,Akinyele,single,26000,security guard,male,micra,34.3
39,morning,Agbowo,married,317000,business owner,male,private car,12.2
32,afternoon,Akinyele,married,88000,teacher,female,commercial bus,10.7
29,evening,Apata,married,363000,business owner,female,commercial bus,22.7
32,evening,Apata,married,84000,teacher,female,commercial bus,33.9
40,afternoon,Bodija,married,58000,civil servant,male,private car,5.3
52,morning,Ring Road,married,47000,market trader,female,tricycle,8.2
51,morning,Iwo Road,married,58000,civil servant,female,okada,6.1
32,morning,Dugbe,married,67000,business owner,female,commercial bus,16.9
38,evening,Dugbe,married,61000,teacher,female,private car,2.7
54,morning,Dugbe,married,40000,civil servant,female,micra,5.4
55,morning,Ring Road,married,280000,business owner,female,private car,12.8
31,evening,Bodija,married,153000,civil servant,male,micra,3.6
23,night,Moniya,single,73000,tailor,female,commercial bus,34.4
18,evening,Akinyele,single,38000,security guard,male,micra,18.7
22,morning,Dugbe,single,13000,student,female,tricycle,5.5
33,morning,Ring Road,single,125000,market trader,male,tricycle,9.0
40,evening,Akinyele,married,83000,market trader,male,tricycle,9.7
41,morning,Agbowo,married,151000,civil servant,male,tricycle,2.2
40,afternoon,Agbowo,married,82000,trader,female,tricycle,7.3
25,afternoon,Moniya,married,49000,sales representative,male,okada,9.5
26,morning,Akinyele,single,43000,market trader,female,private car,12.5
32,morning,Dugbe,single,143000,market trader,female,micra,8.2
40,morning,Akinyele,married,176000,civil servant,female,private car,18.1
45,night,Bodija,married,39000,civil servant,female,okada,7.7
41,morning,Challenge,married,74000,mechanic,male,okada,10.4
32,night,Iwo Road,single,158000,civil servant,female,private car,17.8
35,afternoon,Moniya,single,81000,market trader,female,commercial bus,15.5
28,afternoon,Mokola,single,97000,teacher,female,commercial bus,15.0
47,morning,Ring Road,married,39000,teacher,female,micra,11.7
37,afternoon,Mokola,married,99000,teacher,female,private car,17.5
38,morning,Bodija,married,37000,mechanic,male,commercial bus,8.2
45,afternoon,Agbowo,married,53000,business owner,male,tricycle,10.2
28,afternoon,Mokola,married,138000,market trader,female,commercial bus,16.3
20,evening,Bodija,single,45000,shop attendant,female,okada,9.7
40,morning,Iwo Road,married,148000,civil servant,female,private car,2.8
23,afternoon,Challenge,married,24000,student,female,walking,0.6
18,morning,Dugbe,married,19000,student,female,walking,1.2
55,morning,Iwo Road,married,151000,civil servant,female,micra,2.2
33,morning,Ring Road,single,73000,mechanic,male,commercial bus,7.0
48,morning,Bodija,married,106000,civil servant,male,private car,3.5
61,evening,Moniya,married,115000,trader,female,commercial bus,24.1
40,morning,Moniya,married,295000,business owner,male,commercial bus,16.5
38,morning,Mokola,married,402000,business owner,female,private car,11.5
49,morning,Mokola,married,94000,artisan,male,commercial bus,10.3
36,morning,Challenge,married,98000,business owner,female,commercial bus,14.0
19,morning,Mokola,married,25000,student,female,commercial bus,8.3
51,night,Dugbe,single,50000,security guard,male,commercial bus,14.2
34,afternoon,Bodija,married,90000,mechanic,male,okada,10.4
45,afternoon,Ring Road,married,184000,business owner,female,private car,2.9
33,morning,Ring Road,single,50000,trader,female,walking,0.7
30,morning,Agbowo,married,145000,market trader,male,okada,2.3
65,morning,Mokola,married,227000,business owner,male,commercial bus,5.9
27,morning,Moniya,married,51000,teacher,female,okada,10.2
42,evening,Iwo Road,married,35000,civil servant,male,micra,4.2
38,afternoon,Challenge,married,40000,teacher,female,okada,1.7
47,night,Bodija,married,142000,business owner,female,okada,9.6
24,afternoon,Mokola,single,73000,tailor,female,tricycle,6.2
39,night,Iwo Road,married,64000,teacher,female,private car,16.9
36,evening,Apata,married,455000,business owner,male,tricycle,11.6
46,afternoon,Mokola,married,91000,artisan,male,private car,11.8
18,morning,Mokola,single,30000,shop attendant,female,private car,6.6
30,morning,Agbowo,married,96000,civil servant,female,commercial bus,6.2
19,morning,Iwo Road,single,0,unemployed,female,commercial bus,10.1
40,morning,Agbowo,married,68000,civil servant,male,commercial bus,14.2
36,evening,Iwo Road,married,57000,market trader,female,private car,6.4
30,morning,Moniya,married,85000,market trader,female,tricycle,17.3
40,morning,Challenge,married,43000,civil servant,female,tricycle,8.7
38,afternoon,Akinyele,married,58000,civil servant,female,okada,12.4
30,morning,Ring Road,single,66000,market trader,male,private car,15.2
21,afternoon,Moniya,single,23000,student,female,commercial bus,19.2
28,afternoon,Apata,married,65000,driver,male,private car,26.1
50,morning,Akinyele,single,94000,market trader,female,private car,18.6
41,afternoon,Agbowo,married,186000,business owner,male,tricycle,9.6
24,morning,Challenge,married,21000,tailor,female,micra,7.0
18,afternoon,Dugbe,single,48000,security guard,male,commercial bus,13.0
33,afternoon,Challenge,single,41000,mechanic,male,commercial bus,11.5
18,evening,Challenge,married,12000,student,male,okada,7.7
34,evening,Ring Road,single,149000,market trader,female,okada,8.2
42,morning,Dugbe,married,57000,civil servant,female,tricycle,6.7
37,afternoon,Ring Road,married,130000,civil servant,female,private car,2.7
30,morning,Akinyele,married,119000,business owner,male,commercial bus,33.4
30,afternoon,Bodija,married,121000,market trader,male,commercial bus,3.5
58,evening,Iwo Road,married,182000,civil servant,male,private car,5.0
20,evening,Ring Road,single,0,unemployed,male,walking,1.3
